epoch,num_sampled,num_adversaries,sampled_ids,sampled_benign_ids,sampled_malicious_ids,mad_median_norm,mad_mad,mad_k,mad_safety_keep_used,mad_fallback_used,mad_pass_ids,mad_reject_ids,mad_effective_pass_ids,mad_effective_reject_ids,mad_pass_benign_ids,mad_pass_malicious_ids,mad_reject_benign_ids,mad_reject_malicious_ids,cluster_best_k,cluster_best_score,cluster_scores,cluster_selected_cluster,cluster_fallback_used,cluster_pass_ids,cluster_reject_ids,cluster_effective_pass_ids,cluster_effective_reject_ids,cluster_pass_benign_ids,cluster_pass_malicious_ids,cluster_reject_benign_ids,cluster_reject_malicious_ids,final_selected_ids,final_rejected_ids,final_selected_benign_ids,final_selected_malicious_ids,final_rejected_benign_ids,final_rejected_malicious_ids,final_selected_benign_count,final_selected_malicious_count,final_rejected_benign_count,final_rejected_malicious_count
114,10,5,"[1, 35, 98, 89, 23, 39, 85, 91, 9, 16]","[35, 98, 89, 23, 39, 85, 91, 9, 16]",[1],0.9205475907608405,0.12794748684166296,2.0,0,0,"[1, 35, 98, 89, 23, 39, 85, 91, 9, 16]",[],"[1, 35, 98, 89, 23, 39, 85, 91, 9, 16]",[],"[35, 98, 89, 23, 39, 85, 91, 9, 16]",[1],[],[],2,0.511590838432312,"{""0"": 0.87940514087677, ""1"": -1.0}",0,0,"[1, 98, 89, 23, 39, 85, 91, 9, 16]",[35],"[1, 98, 89, 23, 39, 85, 91, 9, 16]",[35],"[98, 89, 23, 39, 85, 91, 9, 16]",[1],[35],[],"[1, 98, 89, 23, 39, 85, 91, 9, 16]",[35],"[98, 89, 23, 39, 85, 91, 9, 16]",[1],[35],[],8,1,1,0
115,10,5,"[2, 61, 41, 38, 85, 51, 56, 19, 36, 97]","[61, 41, 38, 85, 51, 56, 19, 36, 97]",[2],0.8714279469993241,0.16725266012971945,2.0,0,0,"[2, 61, 41, 38, 85, 51, 56, 19, 36]",[97],"[2, 61, 41, 38, 85, 51, 56, 19, 36]",[97],"[61, 41, 38, 85, 51, 56, 19, 36]",[2],[97],[],2,0.435265451669693,"{""0"": 1.155067801475525, ""1"": -1.0}",0,0,"[2, 61, 41, 38, 85, 51, 56, 19]","[36, 97]","[2, 61, 41, 38, 85, 51, 56, 19]","[36, 97]","[61, 41, 38, 85, 51, 56, 19]",[2],"[36, 97]",[],"[2, 61, 41, 38, 85, 51, 56, 19]","[36, 97]","[61, 41, 38, 85, 51, 56, 19]",[2],"[36, 97]",[],7,1,2,0
116,10,5,"[4, 19, 17, 30, 8, 83, 55, 38, 96, 10]","[19, 17, 30, 8, 83, 55, 38, 96, 10]",[4],0.7977879559075555,0.068840505520329,2.0,0,0,"[4, 30, 8, 83, 55, 38, 96, 10]","[19, 17]","[4, 30, 8, 83, 55, 38, 96, 10]","[19, 17]","[30, 8, 83, 55, 38, 96, 10]",[4],"[19, 17]",[],3,0.3355637192726135,"{""0"": 1.340712308883667, ""1"": 2.8441238403320312, ""2"": -1.0}",1,0,"[83, 55, 38, 96, 10]","[4, 19, 17, 30, 8]","[83, 55, 38, 96, 10]","[4, 19, 17, 30, 8]","[83, 55, 38, 96, 10]",[],"[19, 17, 30, 8]",[4],"[83, 55, 38, 96, 10]","[4, 19, 17, 30, 8]","[83, 55, 38, 96, 10]",[],"[19, 17, 30, 8]",[4],5,0,4,1
117,10,5,"[0, 55, 66, 34, 52, 8, 29, 67, 77, 45]","[55, 66, 34, 52, 8, 29, 67, 77, 45]",[0],0.7704402069857936,0.0930585557519148,2.0,0,0,"[55, 66, 34, 52, 8, 29, 67, 77, 45]",[0],"[55, 66, 34, 52, 8, 29, 67, 77, 45]",[0],"[55, 66, 34, 52, 8, 29, 67, 77, 45]",[],[],[0],2,0.5005114078521729,"{""0"": 3.3008761405944824, ""1"": -1.0}",0,0,"[55, 66, 34, 52, 29, 67, 77, 45]","[0, 8]","[55, 66, 34, 52, 29, 67, 77, 45]","[0, 8]","[55, 66, 34, 52, 29, 67, 77, 45]",[],[8],[0],"[55, 66, 34, 52, 29, 67, 77, 45]","[0, 8]","[55, 66, 34, 52, 29, 67, 77, 45]",[],[8],[0],8,0,1,1
118,10,5,"[0, 81, 90, 44, 79, 20, 31, 36, 89, 55]","[81, 90, 44, 79, 20, 31, 36, 89, 55]",[0],0.6574801030485641,0.06755444994529058,2.0,0,0,"[81, 90, 44, 79, 20, 36, 89, 55]","[0, 31]","[81, 90, 44, 79, 20, 36, 89, 55]","[0, 31]","[81, 90, 44, 79, 20, 36, 89, 55]",[],[31],[0],2,0.5316354036331177,"{""0"": 1.3444762229919434, ""1"": 3.5604023933410645}",1,0,"[81, 90, 44, 79, 89, 55]","[0, 20, 31, 36]","[81, 90, 44, 79, 89, 55]","[0, 20, 31, 36]","[81, 90, 44, 79, 89, 55]",[],"[20, 31, 36]",[0],"[81, 90, 44, 79, 89, 55]","[0, 20, 31, 36]","[81, 90, 44, 79, 89, 55]",[],"[20, 31, 36]",[0],6,0,3,1
119,10,5,"[3, 41, 19, 9, 97, 64, 37, 55, 33, 42]","[41, 19, 9, 97, 64, 37, 55, 33, 42]",[3],0.86078568447046,0.10241511637308376,2.0,0,0,"[3, 41, 19, 9, 97, 64, 37, 55, 33, 42]",[],"[3, 41, 19, 9, 97, 64, 37, 55, 33, 42]",[],"[41, 19, 9, 97, 64, 37, 55, 33, 42]",[3],[],[],2,0.42627859115600586,"{""0"": 0.4518662691116333, ""1"": -1.0}",0,0,"[41, 19, 9, 97, 64, 37, 55, 33, 42]",[3],"[41, 19, 9, 97, 64, 37, 55, 33, 42]",[3],"[41, 19, 9, 97, 64, 37, 55, 33, 42]",[],[],[3],"[41, 19, 9, 97, 64, 37, 55, 33, 42]",[3],"[41, 19, 9, 97, 64, 37, 55, 33, 42]",[],[],[3],9,0,0,1
120,10,5,"[1, 98, 30, 13, 56, 97, 35, 75, 41, 2]","[98, 30, 13, 56, 97, 35, 75, 41]","[1, 2]",0.6672395816977034,0.07786157181424108,2.0,0,0,"[1, 98, 13, 56, 97, 35, 75, 41, 2]",[30],"[1, 98, 13, 56, 97, 35, 75, 41, 2]",[30],"[98, 13, 56, 97, 35, 75, 41]","[1, 2]",[30],[],2,0.5657061338424683,"{""0"": 3.3858070373535156, ""1"": -1.0}",0,0,"[1, 98, 13, 97, 35, 75, 41, 2]","[30, 56]","[1, 98, 13, 97, 35, 75, 41, 2]","[30, 56]","[98, 13, 97, 35, 75, 41]","[1, 2]","[30, 56]",[],"[1, 98, 13, 97, 35, 75, 41, 2]","[30, 56]","[98, 13, 97, 35, 75, 41]","[1, 2]","[30, 56]",[],6,2,2,0
121,10,5,"[3, 5, 42, 83, 37, 14, 13, 89, 28, 61]","[5, 42, 83, 37, 14, 13, 89, 28, 61]",[3],0.7517626168794274,0.07254879865804115,2.0,0,0,"[3, 42, 83, 13, 89, 28, 61]","[5, 37, 14]","[3, 42, 83, 13, 89, 28, 61]","[5, 37, 14]","[42, 83, 13, 89, 28, 61]",[3],"[5, 37, 14]",[],2,0.5026487708091736,"{""0"": 2.227051258087158, ""1"": -1.0}",0,0,"[3, 83, 13, 89, 28, 61]","[5, 42, 37, 14]","[3, 83, 13, 89, 28, 61]","[5, 42, 37, 14]","[83, 13, 89, 28, 61]",[3],"[5, 42, 37, 14]",[],"[3, 83, 13, 89, 28, 61]","[5, 42, 37, 14]","[83, 13, 89, 28, 61]",[3],"[5, 42, 37, 14]",[],5,1,4,0
122,10,5,"[0, 29, 83, 87, 38, 55, 96, 31, 81, 14]","[29, 83, 87, 38, 55, 96, 31, 81, 14]",[0],0.625596209054458,0.05878096363517976,2.0,0,0,"[29, 83, 87, 38, 55, 96, 81, 14]","[0, 31]","[29, 83, 87, 38, 55, 96, 81, 14]","[0, 31]","[29, 83, 87, 38, 55, 96, 81, 14]",[],[31],[0],2,0.36764591932296753,"{""0"": 5.999090671539307, ""1"": -1.0}",0,0,"[83, 87, 38, 55, 96, 81, 14]","[0, 29, 31]","[83, 87, 38, 55, 96, 81, 14]","[0, 29, 31]","[83, 87, 38, 55, 96, 81, 14]",[],"[29, 31]",[0],"[83, 87, 38, 55, 96, 81, 14]","[0, 29, 31]","[83, 87, 38, 55, 96, 81, 14]",[],"[29, 31]",[0],7,0,2,1
123,10,5,"[0, 64, 70, 77, 88, 6, 82, 62, 69, 55]","[64, 70, 77, 88, 6, 82, 62, 69, 55]",[0],0.6480506006791407,0.10517548725188786,2.0,0,0,"[64, 70, 77, 6, 82, 62, 69, 55]","[0, 88]","[64, 70, 77, 6, 82, 62, 69, 55]","[0, 88]","[64, 70, 77, 6, 82, 62, 69, 55]",[],[88],[0],2,0.7682842016220093,"{""0"": 6.880805969238281, ""1"": -1.0}",0,0,"[64, 70, 77, 6, 62, 69, 55]","[0, 88, 82]","[64, 70, 77, 6, 62, 69, 55]","[0, 88, 82]","[64, 70, 77, 6, 62, 69, 55]",[],"[88, 82]",[0],"[64, 70, 77, 6, 62, 69, 55]","[0, 88, 82]","[64, 70, 77, 6, 62, 69, 55]",[],"[88, 82]",[0],7,0,2,1
124,10,5,"[4, 88, 96, 42, 58, 49, 7, 15, 72, 99]","[88, 96, 42, 58, 49, 7, 15, 72, 99]",[4],0.713024490170358,0.050577764793967306,2.0,0,0,"[4, 96, 42, 49, 7, 15, 72, 99]","[88, 58]","[4, 96, 42, 49, 7, 15, 72, 99]","[88, 58]","[96, 42, 49, 7, 15, 72, 99]",[4],"[88, 58]",[],2,0.4673548936843872,"{""0"": 0.3402634561061859, ""1"": 4.613719463348389}",1,0,"[96, 49, 7, 15, 72]","[4, 88, 42, 58, 99]","[96, 49, 7, 15, 72]","[4, 88, 42, 58, 99]","[96, 49, 7, 15, 72]",[],"[88, 42, 58, 99]",[4],"[96, 49, 7, 15, 72]","[4, 88, 42, 58, 99]","[96, 49, 7, 15, 72]",[],"[88, 42, 58, 99]",[4],5,0,4,1
125,10,5,"[4, 30, 1, 36, 14, 90, 87, 42, 82, 37]","[30, 36, 14, 90, 87, 42, 82, 37]","[4, 1]",0.7969574389691142,0.13148167394596777,2.0,0,0,"[4, 30, 1, 36, 14, 90, 87, 42, 82, 37]",[],"[4, 30, 1, 36, 14, 90, 87, 42, 82, 37]",[],"[30, 36, 14, 90, 87, 42, 82, 37]","[4, 1]",[],[],3,0.5814033150672913,"{""0"": 4.495075225830078, ""1"": 1.7605253458023071, ""2"": -1.0}",0,0,"[4, 1, 14, 90, 87, 82, 37]","[30, 36, 42]","[4, 1, 14, 90, 87, 82, 37]","[30, 36, 42]","[14, 90, 87, 82, 37]","[4, 1]","[30, 36, 42]",[],"[4, 1, 14, 90, 87, 82, 37]","[30, 36, 42]","[14, 90, 87, 82, 37]","[4, 1]","[30, 36, 42]",[],5,2,3,0
126,10,5,"[3, 40, 64, 31, 35, 90, 29, 48, 84, 78]","[40, 64, 31, 35, 90, 29, 48, 84, 78]",[3],0.7218193041937834,0.06843266914717572,2.0,0,0,"[3, 40, 64, 31, 35, 90, 29, 84, 78]",[48],"[3, 40, 64, 31, 35, 90, 29, 84, 78]",[48],"[40, 64, 31, 35, 90, 29, 84, 78]",[3],[48],[],3,0.5639522075653076,"{""0"": 4.856777191162109, ""1"": 1.9389595985412598, ""2"": -1.0}",0,0,"[3, 64, 90, 29, 84, 78]","[40, 31, 35, 48]","[3, 64, 90, 29, 84, 78]","[40, 31, 35, 48]","[64, 90, 29, 84, 78]",[3],"[40, 31, 35, 48]",[],"[3, 64, 90, 29, 84, 78]","[40, 31, 35, 48]","[64, 90, 29, 84, 78]",[3],"[40, 31, 35, 48]",[],5,1,4,0
127,10,5,"[3, 32, 56, 98, 78, 62, 5, 13, 86, 55]","[32, 56, 98, 78, 62, 5, 13, 86, 55]",[3],0.8105410561223996,0.14748768174943205,2.0,0,0,"[3, 32, 56, 98, 78, 62, 13, 86, 55]",[5],"[3, 32, 56, 98, 78, 62, 13, 86, 55]",[5],"[32, 56, 98, 78, 62, 13, 86, 55]",[3],[5],[],2,0.6407610177993774,"{""0"": 4.172122478485107, ""1"": -1.0}",0,0,"[3, 56, 98, 78, 62, 13, 86, 55]","[32, 5]","[3, 56, 98, 78, 62, 13, 86, 55]","[32, 5]","[56, 98, 78, 62, 13, 86, 55]",[3],"[32, 5]",[],"[3, 56, 98, 78, 62, 13, 86, 55]","[32, 5]","[56, 98, 78, 62, 13, 86, 55]",[3],"[32, 5]",[],7,1,2,0
128,10,5,"[4, 99, 47, 20, 31, 10, 86, 90, 62, 41]","[99, 47, 20, 31, 10, 86, 90, 62, 41]",[4],0.7821246923295404,0.14741484006522398,2.0,0,0,"[4, 99, 47, 20, 31, 10, 86, 90, 62, 41]",[],"[4, 99, 47, 20, 31, 10, 86, 90, 62, 41]",[],"[99, 47, 20, 31, 10, 86, 90, 62, 41]",[4],[],[],2,0.5173166990280151,"{""0"": 1.4509472846984863, ""1"": -1.0}",0,0,"[4, 99, 47, 20, 10, 86, 90, 62, 41]",[31],"[4, 99, 47, 20, 10, 86, 90, 62, 41]",[31],"[99, 47, 20, 10, 86, 90, 62, 41]",[4],[31],[],"[4, 99, 47, 20, 10, 86, 90, 62, 41]",[31],"[99, 47, 20, 10, 86, 90, 62, 41]",[4],[31],[],8,1,1,0
129,10,5,"[0, 33, 1, 73, 28, 61, 3, 11, 96, 15]","[33, 73, 28, 61, 11, 96, 15]","[0, 1, 3]",0.8204154943227382,0.10111399186909176,2.0,0,0,"[33, 1, 73, 28, 61, 3, 11, 96, 15]",[0],"[33, 1, 73, 28, 61, 3, 11, 96, 15]",[0],"[33, 73, 28, 61, 11, 96, 15]","[1, 3]",[],[0],2,0.40598803758621216,"{""0"": 0.5218150615692139, ""1"": -1.0}",0,0,"[33, 1, 28, 61, 3, 11, 96, 15]","[0, 73]","[33, 1, 28, 61, 3, 11, 96, 15]","[0, 73]","[33, 28, 61, 11, 96, 15]","[1, 3]",[73],[0],"[33, 1, 28, 61, 3, 11, 96, 15]","[0, 73]","[33, 28, 61, 11, 96, 15]","[1, 3]",[73],[0],6,2,1,1
130,10,5,"[4, 42, 80, 51, 72, 74, 90, 58, 35, 83]","[42, 80, 51, 72, 74, 90, 58, 35, 83]",[4],0.729705605494942,0.04908319083460955,2.0,0,0,"[4, 42, 80, 51, 90, 35, 83]","[72, 74, 58]","[4, 42, 80, 51, 90, 35, 83]","[72, 74, 58]","[42, 80, 51, 90, 35, 83]",[4],"[72, 74, 58]",[],2,0.48163992166519165,"{""0"": 1.5881167650222778, ""1"": 2.362311363220215}",1,0,"[4, 80, 51, 90, 83]","[42, 72, 74, 58, 35]","[4, 80, 51, 90, 83]","[42, 72, 74, 58, 35]","[80, 51, 90, 83]",[4],"[42, 72, 74, 58, 35]",[],"[4, 80, 51, 90, 83]","[42, 72, 74, 58, 35]","[80, 51, 90, 83]",[4],"[42, 72, 74, 58, 35]",[],4,1,5,0
131,10,5,"[0, 95, 80, 46, 22, 73, 3, 42, 93, 85]","[95, 80, 46, 22, 73, 42, 93, 85]","[0, 3]",0.8387207470362743,0.12314716905130291,2.0,0,0,"[0, 95, 80, 46, 22, 73, 3, 42, 93, 85]",[],"[0, 95, 80, 46, 22, 73, 3, 42, 93, 85]",[],"[95, 80, 46, 22, 73, 42, 93, 85]","[0, 3]",[],[],2,0.5145150423049927,"{""0"": 0.8162397742271423, ""1"": -1.0}",0,0,"[0, 80, 46, 22, 73, 3, 42, 93, 85]",[95],"[0, 80, 46, 22, 73, 3, 42, 93, 85]",[95],"[80, 46, 22, 73, 42, 93, 85]","[0, 3]",[95],[],"[0, 80, 46, 22, 73, 3, 42, 93, 85]",[95],"[80, 46, 22, 73, 42, 93, 85]","[0, 3]",[95],[],7,2,1,0
132,10,5,"[2, 5, 77, 45, 62, 74, 20, 65, 9, 68]","[5, 77, 45, 62, 74, 20, 65, 9, 68]",[2],0.7268228894396306,0.06545529605454614,2.0,0,0,"[2, 5, 77, 74, 20, 65, 9, 68]","[45, 62]","[2, 5, 77, 74, 20, 65, 9, 68]","[45, 62]","[5, 77, 74, 20, 65, 9, 68]",[2],"[45, 62]",[],2,0.46182969212532043,"{""0"": 2.801830291748047, ""1"": -1.0}",0,0,"[2, 5, 77, 74, 20, 65, 9]","[45, 62, 68]","[2, 5, 77, 74, 20, 65, 9]","[45, 62, 68]","[5, 77, 74, 20, 65, 9]",[2],"[45, 62, 68]",[],"[2, 5, 77, 74, 20, 65, 9]","[45, 62, 68]","[5, 77, 74, 20, 65, 9]",[2],"[45, 62, 68]",[],6,1,3,0
133,10,5,"[2, 58, 94, 20, 50, 51, 65, 7, 27, 95]","[58, 94, 20, 50, 51, 65, 7, 27, 95]",[2],0.6520964446316164,0.0173072536155241,2.0,0,0,"[2, 58, 20, 50, 51, 65, 27]","[94, 7, 95]","[2, 58, 20, 50, 51, 65, 27]","[94, 7, 95]","[58, 20, 50, 51, 65, 27]",[2],"[94, 7, 95]",[],3,0.22912518680095673,"{""0"": 1.2695250511169434, ""1"": 2.278578996658325, ""2"": 1.2719154357910156}",1,0,"[20, 50, 51]","[2, 58, 94, 65, 7, 27, 95]","[20, 50, 51]","[2, 58, 94, 65, 7, 27, 95]","[20, 50, 51]",[],"[58, 94, 65, 7, 27, 95]",[2],"[20, 50, 51]","[2, 58, 94, 65, 7, 27, 95]","[20, 50, 51]",[],"[58, 94, 65, 7, 27, 95]",[2],3,0,6,1
134,10,5,"[4, 78, 82, 23, 37, 10, 55, 13, 12, 77]","[78, 82, 23, 37, 10, 55, 13, 12, 77]",[4],0.8582939573048043,0.11202085133210554,2.0,0,0,"[4, 78, 82, 23, 37, 10, 55, 13, 12, 77]",[],"[4, 78, 82, 23, 37, 10, 55, 13, 12, 77]",[],"[78, 82, 23, 37, 10, 55, 13, 12, 77]",[4],[],[],4,0.4396071434020996,"{""0"": 1.6569231748580933, ""1"": 3.735509157180786, ""2"": 1.6822150945663452, ""3"": -1.0}",1,0,"[78, 23, 55, 12, 77]","[4, 82, 37, 10, 13]","[78, 23, 55, 12, 77]","[4, 82, 37, 10, 13]","[78, 23, 55, 12, 77]",[],"[82, 37, 10, 13]",[4],"[78, 23, 55, 12, 77]","[4, 82, 37, 10, 13]","[78, 23, 55, 12, 77]",[],"[82, 37, 10, 13]",[4],5,0,4,1
135,10,5,"[2, 35, 5, 89, 93, 82, 49, 23, 95, 63]","[35, 5, 89, 93, 82, 49, 23, 95, 63]",[2],0.9825846287560966,0.1959806689324174,2.0,0,0,"[2, 35, 5, 89, 93, 82, 49, 23, 95, 63]",[],"[2, 35, 5, 89, 93, 82, 49, 23, 95, 63]",[],"[35, 5, 89, 93, 82, 49, 23, 95, 63]",[2],[],[],2,0.5099528431892395,"{""0"": 3.072298765182495, ""1"": 1.794537901878357}",0,0,"[35, 5, 89, 93, 82, 49, 23, 63]","[2, 95]","[35, 5, 89, 93, 82, 49, 23, 63]","[2, 95]","[35, 5, 89, 93, 82, 49, 23, 63]",[],[95],[2],"[35, 5, 89, 93, 82, 49, 23, 63]","[2, 95]","[35, 5, 89, 93, 82, 49, 23, 63]",[],[95],[2],8,0,1,1
136,10,5,"[4, 83, 79, 3, 66, 69, 95, 96, 84, 7]","[83, 79, 66, 69, 95, 96, 84, 7]","[4, 3]",0.8421248353625814,0.12809753628365828,2.0,0,0,"[4, 83, 79, 3, 66, 69, 95, 96, 84, 7]",[],"[4, 83, 79, 3, 66, 69, 95, 96, 84, 7]",[],"[83, 79, 66, 69, 95, 96, 84, 7]","[4, 3]",[],[],2,0.5423348546028137,"{""0"": 2.415346384048462, ""1"": -1.0}",0,0,"[4, 83, 79, 3, 66, 69, 96, 84, 7]",[95],"[4, 83, 79, 3, 66, 69, 96, 84, 7]",[95],"[83, 79, 66, 69, 96, 84, 7]","[4, 3]",[95],[],"[4, 83, 79, 3, 66, 69, 96, 84, 7]",[95],"[83, 79, 66, 69, 96, 84, 7]","[4, 3]",[95],[],7,2,1,0
137,10,5,"[3, 65, 26, 12, 98, 16, 20, 86, 59, 75]","[65, 26, 12, 98, 16, 20, 86, 59, 75]",[3],0.6346989609375475,0.0360311156002866,2.0,0,0,"[65, 26, 12, 98, 20, 86, 75]","[3, 16, 59]","[65, 26, 12, 98, 20, 86, 75]","[3, 16, 59]","[65, 26, 12, 98, 20, 86, 75]",[],"[16, 59]",[3],2,0.2555091083049774,"{""0"": 2.4164178371429443, ""1"": 1.5771700143814087}",0,0,"[26, 98, 86, 75]","[3, 65, 12, 16, 20, 59]","[26, 98, 86, 75]","[3, 65, 12, 16, 20, 59]","[26, 98, 86, 75]",[],"[65, 12, 16, 20, 59]",[3],"[26, 98, 86, 75]","[3, 65, 12, 16, 20, 59]","[26, 98, 86, 75]",[],"[65, 12, 16, 20, 59]",[3],4,0,5,1
138,10,5,"[2, 78, 18, 71, 20, 21, 27, 31, 11, 24]","[78, 18, 71, 20, 21, 27, 31, 11, 24]",[2],0.7647626606358799,0.1982372870778369,2.0,0,0,"[2, 78, 18, 71, 20, 21, 27, 31, 11, 24]",[],"[2, 78, 18, 71, 20, 21, 27, 31, 11, 24]",[],"[78, 18, 71, 20, 21, 27, 31, 11, 24]",[2],[],[],3,0.43394821882247925,"{""0"": 2.927401542663574, ""1"": 2.84126877784729, ""2"": -1.0}",0,0,"[78, 18, 20, 21, 27, 24]","[2, 71, 31, 11]","[78, 18, 20, 21, 27, 24]","[2, 71, 31, 11]","[78, 18, 20, 21, 27, 24]",[],"[71, 31, 11]",[2],"[78, 18, 20, 21, 27, 24]","[2, 71, 31, 11]","[78, 18, 20, 21, 27, 24]",[],"[71, 31, 11]",[2],6,0,3,1
139,10,5,"[2, 50, 63, 64, 18, 45, 0, 89, 91, 28]","[50, 63, 64, 18, 45, 89, 91, 28]","[2, 0]",0.8162724191136916,0.14910430193768692,2.0,0,0,"[2, 50, 63, 64, 18, 45, 0, 89, 91, 28]",[],"[2, 50, 63, 64, 18, 45, 0, 89, 91, 28]",[],"[50, 63, 64, 18, 45, 89, 91, 28]","[2, 0]",[],[],4,0.4726834297180176,"{""0"": 1.72560715675354, ""1"": -1.0, ""2"": 4.1556878089904785, ""3"": -1.0}",2,0,"[63, 64, 18, 45, 91, 28]","[2, 50, 0, 89]","[63, 64, 18, 45, 91, 28]","[2, 50, 0, 89]","[63, 64, 18, 45, 91, 28]",[],"[50, 89]","[2, 0]","[63, 64, 18, 45, 91, 28]","[2, 50, 0, 89]","[63, 64, 18, 45, 91, 28]",[],"[50, 89]","[2, 0]",6,0,2,2
140,10,5,"[4, 45, 97, 55, 16, 23, 89, 59, 90, 15]","[45, 97, 55, 16, 23, 89, 59, 90, 15]",[4],0.7861833652146669,0.13336247752305508,2.0,0,0,"[4, 45, 97, 55, 16, 23, 89, 59, 90, 15]",[],"[4, 45, 97, 55, 16, 23, 89, 59, 90, 15]",[],"[45, 97, 55, 16, 23, 89, 59, 90, 15]",[4],[],[],2,0.5819244980812073,"{""0"": 3.630673408508301, ""1"": 1.7867238521575928}",0,0,"[4, 45, 55, 16, 23, 89, 90, 15]","[97, 59]","[4, 45, 55, 16, 23, 89, 90, 15]","[97, 59]","[45, 55, 16, 23, 89, 90, 15]",[4],"[97, 59]",[],"[4, 45, 55, 16, 23, 89, 90, 15]","[97, 59]","[45, 55, 16, 23, 89, 90, 15]",[4],"[97, 59]",[],7,1,2,0
141,10,5,"[2, 12, 25, 36, 23, 64, 84, 91, 19, 26]","[12, 25, 36, 23, 64, 84, 91, 19, 26]",[2],0.6699224452446456,0.13539448611661042,2.0,0,0,"[2, 12, 25, 36, 23, 64, 84, 91, 19, 26]",[],"[2, 12, 25, 36, 23, 64, 84, 91, 19, 26]",[],"[12, 25, 36, 23, 64, 84, 91, 19, 26]",[2],[],[],4,0.43810805678367615,"{""0"": 1.4632235765457153, ""1"": -1.0, ""2"": -1.0, ""3"": -1.0}",0,0,"[12, 25, 36, 23, 64, 84, 91]","[2, 19, 26]","[12, 25, 36, 23, 64, 84, 91]","[2, 19, 26]","[12, 25, 36, 23, 64, 84, 91]",[],"[19, 26]",[2],"[12, 25, 36, 23, 64, 84, 91]","[2, 19, 26]","[12, 25, 36, 23, 64, 84, 91]",[],"[19, 26]",[2],7,0,2,1
142,10,5,"[2, 84, 63, 30, 90, 33, 24, 13, 87, 40]","[84, 63, 30, 90, 33, 24, 13, 87, 40]",[2],0.9197570372183694,0.1560645638451333,2.0,0,0,"[2, 84, 63, 30, 90, 33, 24, 13, 87, 40]",[],"[2, 84, 63, 30, 90, 33, 24, 13, 87, 40]",[],"[84, 63, 30, 90, 33, 24, 13, 87, 40]",[2],[],[],2,0.602080762386322,"{""0"": 3.053340196609497, ""1"": -1.0}",0,0,"[84, 63, 30, 90, 33, 24, 13, 87, 40]",[2],"[84, 63, 30, 90, 33, 24, 13, 87, 40]",[2],"[84, 63, 30, 90, 33, 24, 13, 87, 40]",[],[],[2],"[84, 63, 30, 90, 33, 24, 13, 87, 40]",[2],"[84, 63, 30, 90, 33, 24, 13, 87, 40]",[],[],[2],9,0,0,1
143,10,5,"[1, 2, 78, 33, 24, 5, 57, 77, 31, 62]","[78, 33, 24, 5, 57, 77, 31, 62]","[1, 2]",0.7382291552163275,0.14712865891117954,2.0,0,0,"[1, 2, 78, 33, 24, 5, 57, 77, 31, 62]",[],"[1, 2, 78, 33, 24, 5, 57, 77, 31, 62]",[],"[78, 33, 24, 5, 57, 77, 31, 62]","[1, 2]",[],[],4,0.5528064370155334,"{""0"": 1.8935861587524414, ""1"": 3.876763343811035, ""2"": -1.0, ""3"": -1.0}",1,0,"[1, 78, 33, 5, 57, 77]","[2, 24, 31, 62]","[1, 78, 33, 5, 57, 77]","[2, 24, 31, 62]","[78, 33, 5, 57, 77]",[1],"[24, 31, 62]",[2],"[1, 78, 33, 5, 57, 77]","[2, 24, 31, 62]","[78, 33, 5, 57, 77]",[1],"[24, 31, 62]",[2],5,1,3,1
144,10,5,"[2, 15, 48, 84, 66, 59, 9, 80, 91, 79]","[15, 48, 84, 66, 59, 9, 80, 91, 79]",[2],0.8375833910560943,0.19255848971803408,2.0,0,0,"[2, 15, 48, 84, 66, 59, 9, 80, 91, 79]",[],"[2, 15, 48, 84, 66, 59, 9, 80, 91, 79]",[],"[15, 48, 84, 66, 59, 9, 80, 91, 79]",[2],[],[],4,0.38770008087158203,"{""0"": 2.738328456878662, ""1"": 3.864302396774292, ""2"": -1.0, ""3"": -1.0}",1,0,"[2, 15, 84, 66, 91]","[48, 59, 9, 80, 79]","[2, 15, 84, 66, 91]","[48, 59, 9, 80, 79]","[15, 84, 66, 91]",[2],"[48, 59, 9, 80, 79]",[],"[2, 15, 84, 66, 91]","[48, 59, 9, 80, 79]","[15, 84, 66, 91]",[2],"[48, 59, 9, 80, 79]",[],4,1,5,0
145,10,5,"[2, 19, 44, 7, 85, 43, 73, 18, 29, 83]","[19, 44, 7, 85, 43, 73, 18, 29, 83]",[2],0.9605551605621014,0.07748242392359483,2.0,0,0,"[2, 19, 44, 7, 85, 73, 18, 29, 83]",[43],"[2, 19, 44, 7, 85, 73, 18, 29, 83]",[43],"[19, 44, 7, 85, 73, 18, 29, 83]",[2],[43],[],2,0.45492300391197205,"{""0"": 0.6461681723594666, ""1"": -1.0}",0,0,"[19, 44, 7, 85, 73, 18, 29, 83]","[2, 43]","[19, 44, 7, 85, 73, 18, 29, 83]","[2, 43]","[19, 44, 7, 85, 73, 18, 29, 83]",[],[43],[2],"[19, 44, 7, 85, 73, 18, 29, 83]","[2, 43]","[19, 44, 7, 85, 73, 18, 29, 83]",[],[43],[2],8,0,1,1
